group,model,display_name,factor,factor_name,bin,accuracy,n_correct,n_incorrect,n,binom_se,ci_low_wilson,ci_high_wilson,chance_adjusted_accuracy,chance_adjusted_ci_low,chance_adjusted_ci_high
text,qwen,Qwen,num_hidden_blocks,Number of hidden objects,1,0.05283757338551859,27,484,511,0.009896308215193913,0.03656396975851002,0.0757843719450353,0.05283757338551859,0.03656396975851002,0.0757843719450353
text,qwen,Qwen,num_hidden_blocks,Number of hidden objects,2-3,0.0,0,431,431,0.0,0.0,0.008834481337572118,0.0,0.0,0.008834481337572118
text,qwen,Qwen,num_hidden_blocks,Number of hidden objects,4+,0.0,0,539,539,0.0,0.0,0.00707683419988446,0.0,0.0,0.00707683419988446
text,qwen,Qwen,num_layers,Number of layers,1,0.6084905660377359,129,83,212,0.03352201452670106,0.5414151782046371,0.671704072208629,0.6084905660377359,0.5414151782046371,0.671704072208629
text,qwen,Qwen,num_layers,Number of layers,2,0.30498281786941583,355,809,1164,0.013494567402334795,0.27921071924781915,0.3320379295415372,0.30498281786941583,0.27921071924781915,0.3320379295415372
text,qwen,Qwen,num_layers,Number of layers,3,0.04597701149425287,48,996,1044,0.00648185840773475,0.034851641142832415,0.060431462715613365,0.04597701149425287,0.034851641142832415,0.060431462715613365
text,qwen,Qwen,num_layers,Number of layers,4,0.0,0,580,580,0.0,0.0,0.006579866867999813,0.0,0.0,0.006579866867999813
text,qwen,Qwen,num_columns,Number of columns,3-5,0.6567796610169492,155,81,236,0.030905825920221924,0.5941276988765388,0.7144092688554976,0.6567796610169492,0.5941276988765388,0.7144092688554976
text,qwen,Qwen,num_columns,Number of columns,6-8,0.2644230769230769,275,765,1040,0.01367562097147306,0.2385211673698478,0.29205895129949827,0.2644230769230769,0.2385211673698478,0.29205895129949827
text,qwen,Qwen,num_columns,Number of columns,9-11,0.07976973684210527,97,1119,1216,0.0077696337636291735,0.0658311806698145,0.09635512286336556,0.07976973684210527,0.0658311806698145,0.09635512286336556
text,qwen,Qwen,num_columns,Number of columns,12-14,0.00984251968503937,5,503,508,0.004379993099284685,0.004211195445474913,0.022831545902629653,0.00984251968503937,0.004211195445474913,0.022831545902629653
text,qwen,Qwen,fill_ratio,Fill ratio,Dense,0.2272189349112426,192,653,845,0.014415248769126069,0.20023655965210663,0.25667035914169417,0.2272189349112426,0.20023655965210663,0.25667035914169417
text,qwen,Qwen,fill_ratio,Fill ratio,Medium,0.2,271,1084,1355,0.010866516498483225,0.1795629853976675,0.22213328295325732,0.2,0.1795629853976675,0.22213328295325732
text,qwen,Qwen,fill_ratio,Fill ratio,Sparse,0.08625,69,731,800,0.009925405375852413,0.06871960740158217,0.10773505729852789,0.08625,0.06871960740158217,0.10773505729852789
text,vla0,vla0,total_blocks,Number of objects,4-8,0.18470149253731344,99,437,536,0.016761432453556987,0.15413309694809013,0.21975731831446094,0.18470149253731344,0.15413309694809013,0.21975731831446094
text,vla0,vla0,total_blocks,Number of objects,9-12,0.026936026936026935,24,867,891,0.005423736891949685,0.01816657170672236,0.039767257029000254,0.026936026936026935,0.01816657170672236,0.039767257029000254
text,vla0,vla0,total_blocks,Number of objects,13-18,0.0030257186081694403,2,659,661,0.0021362669219188754,0.0008301363330347356,0.010964552807957646,0.0030257186081694403,0.0008301363330347356,0.010964552807957646
text,vla0,vla0,total_blocks,Number of objects,19-25,0.0,0,566,566,0.0,0.0,0.0067415225564437554,0.0,0.0,0.0067415225564437554
text,vla0,vla0,total_blocks,Number of objects,26+,0.0,0,346,346,0.0,0.0,0.010980969673132068,0.0,0.0,0.010980969673132068
text,vla0,vla0,num_hidden_blocks,Number of hidden objects,0,0.08097432521395655,123,1396,1519,0.006999364396522027,0.06828922680464182,0.09577353586220418,0.08097432521395655,0.06828922680464182,0.09577353586220418
text,vla0,vla0,num_hidden_blocks,Number of hidden objects,1,0.003913894324853229,2,509,511,0.0027621199762756007,0.0010739655092148895,0.014157126927759903,0.003913894324853229,0.0010739655092148895,0.014157126927759903
text,vla0,vla0,num_hidden_blocks,Number of hidden objects,2-3,0.0,0,431,431,0.0,0.0,0.008834481337572118,0.0,0.0,0.008834481337572118
text,vla0,vla0,num_hidden_blocks,Number of hidden objects,4+,0.0,0,539,539,0.0,0.0,0.00707683419988446,0.0,0.0,0.00707683419988446
text,vla0,vla0,num_layers,Number of layers,1,0.16037735849056603,34,178,212,0.02520261866580408,0.11709470910753234,0.21574937655528703,0.16037735849056603,0.11709470910753234,0.21574937655528703
text,vla0,vla0,num_layers,Number of layers,2,0.07474226804123711,87,1077,1164,0.007707934358168593,0.06099373274670876,0.09128856307149123,0.07474226804123711,0.06099373274670876,0.09128856307149123
text,vla0,vla0,num_layers,Number of layers,3,0.0038314176245210726,4,1040,1044,0.0019120353499883216,0.001490917592282261,0.009810027130660594,0.0038314176245210726,0.001490917592282261,0.009810027130660594
text,vla0,vla0,num_layers,Number of layers,4,0.0,0,580,580,0.0,0.0,0.006579866867999813,0.0,0.0,0.006579866867999813
text,vla0,vla0,num_columns,Number of columns,3-5,0.1228813559322034,29,207,236,0.02137057301727594,0.08693546182533894,0.17090804822462735,0.1228813559322034,0.08693546182533894,0.17090804822462735
text,vla0,vla0,num_columns,Number of columns,6-8,0.07307692307692308,76,964,1040,0.008070404526519468,0.05878126514259266,0.09051494991532422,0.07307692307692308,0.05878126514259266,0.09051494991532422
text,vla0,vla0,num_columns,Number of columns,9-11,0.014802631578947368,18,1198,1216,0.003463094153526378,0.009383550495378298,0.023277739298312942,0.014802631578947368,0.009383550495378298,0.023277739298312942
text,vla0,vla0,num_columns,Number of columns,12-14,0.003937007874015748,2,506,508,0.0027783994723551966,0.001080311732943576,0.014240053004897193,0.003937007874015748,0.001080311732943576,0.014240053004897193
text,vla0,vla0,fill_ratio,Fill ratio,Dense,0.05088757396449704,43,802,845,0.007560253336328964,0.037996532168474186,0.06784370940309817,0.05088757396449704,0.037996532168474186,0.06784370940309817
text,vla0,vla0,fill_ratio,Fill ratio,Medium,0.05461254612546126,74,1281,1355,0.006172789708917739,0.043724714841801356,0.06801869954880899,0.05461254612546126,0.043724714841801356,0.06801869954880899
text,vla0,vla0,fill_ratio,Fill ratio,Sparse,0.01,8,792,800,0.0035178118198675723,0.0050756268399147295,0.0196078431372549,0.01,0.0050756268399147295,0.0196078431372549
