group,model,display_name,task,source_task,task_name,raw_label,reason,n_error,n_total,raw_proportion,chance_level,chance_adjusted_preference,above_chance_p,displayed_in_figure
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,fake_split_largest_cluster,Fake Split Largest Cluster,252,3000,0.084,0.2,-0.145,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,fake_split_largest_cluster_fallback_unique_0,Fake Split Largest Cluster,2,3000,0.0006666666666666666,0.2,-0.24916666666666665,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,fake_split_largest_cluster,Fake Split Largest Cluster,254,3000,0.08466666666666667,0.2,-0.14416666666666667,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,fake_split_largest_cluster_fallback_unique_0,Fake Split Largest Cluster,2,3000,0.0006666666666666666,0.2,-0.24916666666666665,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,263,3000,0.08766666666666667,0.2,-0.14041666666666666,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,132,3000,0.044,0.2,-0.19500000000000003,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,205,3000,0.06833333333333333,0.2,-0.16458333333333333,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,125,3000,0.041666666666666664,0.2,-0.19791666666666669,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,189,3000,0.063,0.2,-0.17125,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,186,3000,0.062,0.2,-0.17250000000000001,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,200,3000,0.06666666666666667,0.2,-0.16666666666666669,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,fake_split_one_cluster,Fake Split One Cluster,206,3000,0.06866666666666667,0.2,-0.16416666666666668,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,92,3000,0.030666666666666665,0.2,-0.21166666666666667,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,3,3000,0.001,0.2,-0.24875,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,190,3000,0.06333333333333334,0.2,-0.1708333333333333,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,6,3000,0.002,0.2,-0.2475,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,157,3000,0.052333333333333336,0.2,-0.18458333333333332,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,36,3000,0.012,0.2,-0.235,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,207,3000,0.069,0.2,-0.16375,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,18,3000,0.006,0.2,-0.2425,1.0,False
mcq5,human,Human,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,37,3000,0.012333333333333333,0.2,-0.23458333333333334,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,95,3000,0.03166666666666667,0.2,-0.21041666666666667,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,24,3000,0.008,0.2,-0.24,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,141,3000,0.047,0.2,-0.19125000000000003,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,35,3000,0.011666666666666667,0.2,-0.2354166666666667,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,170,3000,0.056666666666666664,0.2,-0.17916666666666667,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,40,3000,0.013333333333333334,0.2,-0.23333333333333334,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,merge_c0_to_c1,Merge C0 To C1,174,3000,0.058,0.2,-0.17750000000000002,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,merge_c0_to_c1_fallback_unique_0,Merge C0 To C1,39,3000,0.013,0.2,-0.23374999999999999,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,171,3000,0.057,0.2,-0.17875000000000002,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,360,3000,0.12,0.2,-0.10000000000000002,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,223,3000,0.07433333333333333,0.2,-0.15708333333333332,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,313,3000,0.10433333333333333,0.2,-0.11958333333333335,1.0,False
mcq5,human,Human,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,102,3000,0.034,0.2,-0.2075,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,112,3000,0.037333333333333336,0.2,-0.20333333333333334,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,210,3000,0.07,0.2,-0.1625,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,212,3000,0.07066666666666667,0.2,-0.16166666666666668,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,merge_c1_to_c0,Merge C1 To C0,199,3000,0.06633333333333333,0.2,-0.16708333333333333,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,249,3000,0.083,0.2,-0.14625,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,321,3000,0.107,0.2,-0.11625,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,246,3000,0.082,0.2,-0.1475,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,292,3000,0.09733333333333333,0.2,-0.12833333333333335,1.0,False
mcq5,human,Human,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,34,3000,0.011333333333333334,0.2,-0.23583333333333334,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,198,3000,0.066,0.2,-0.1675,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,285,3000,0.095,0.2,-0.13125,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,279,3000,0.093,0.2,-0.13375,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,merge_clusters_color0_to_1,Merge Clusters Color0 To 1,268,3000,0.08933333333333333,0.2,-0.13833333333333334,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,239,3000,0.07966666666666666,0.2,-0.15041666666666667,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,2,3000,0.0006666666666666666,0.2,-0.24916666666666665,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,253,3000,0.08433333333333333,0.2,-0.14458333333333334,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,283,3000,0.09433333333333334,0.2,-0.13208333333333333,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,9,3000,0.003,0.2,-0.24625,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,204,3000,0.068,0.2,-0.165,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,2,3000,0.0006666666666666666,0.2,-0.24916666666666665,1.0,False
mcq5,human,Human,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,61,3000,0.02033333333333333,0.2,-0.22458333333333333,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,227,3000,0.07566666666666666,0.2,-0.15541666666666668,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,2,3000,0.0006666666666666666,0.2,-0.24916666666666665,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,232,3000,0.07733333333333334,0.2,-0.15333333333333332,1.0,False
mcq5,qwen,Qwen,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,3,3000,0.001,0.2,-0.24875,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,255,3000,0.085,0.2,-0.14375,1.0,False
mcq5,qwen3b,Qwen3B,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,5,3000,0.0016666666666666668,0.2,-0.24791666666666665,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,merge_clusters_color0_to_2,Merge Clusters Color0 To 2,261,3000,0.087,0.2,-0.14125000000000001,1.0,False
mcq5,vla0,vla0,Task2,task9,Cluster Count,merge_clusters_color0_to_2_fallback_unique_0,Merge Clusters Color0 To 2,5,3000,0.0016666666666666668,0.2,-0.24791666666666665,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_clusters_color1_to_0,Merge Clusters Color1 To 0,195,3000,0.065,0.2,-0.16875,1.0,False
mcq5,claude,Claude,Task2,task9,Cluster Count,merge_clusters_color1_to_0_fallback_unique_0,Merge Clusters Color1 To 0,4,3000,0.0013333333333333333,0.2,-0.24833333333333335,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_clusters_color1_to_0,Merge Clusters Color1 To 0,266,3000,0.08866666666666667,0.2,-0.13916666666666666,1.0,False
mcq5,gemini,Gemini,Task2,task9,Cluster Count,merge_clusters_color1_to_0_fallback_unique_0,Merge Clusters Color1 To 0,2,3000,0.0006666666666666666,0.2,-0.24916666666666665,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_clusters_color1_to_0,Merge Clusters Color1 To 0,240,3000,0.08,0.2,-0.15,1.0,False
mcq5,glm,GLM,Task2,task9,Cluster Count,merge_clusters_color1_to_0_fallback_unique_0,Merge Clusters Color1 To 0,7,3000,0.0023333333333333335,0.2,-0.24708333333333335,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_clusters_color1_to_0,Merge Clusters Color1 To 0,296,3000,0.09866666666666667,0.2,-0.12666666666666668,1.0,False
mcq5,gpt,GPT,Task2,task9,Cluster Count,merge_clusters_color1_to_0_fallback_unique_0,Merge Clusters Color1 To 0,3,3000,0.001,0.2,-0.24875,1.0,False
mcq5,human,Human,Task2,task9,Cluster Count,merge_clusters_color1_to_0,Merge Clusters Color1 To 0,27,3000,0.009,0.2,-0.23875,1.0,False
mcq5,kimi,Kimi,Task2,task9,Cluster Count,merge_clusters_color1_to_0,Merge Clusters Color1 To 0,169,3000,0.05633333333333333,0.2,-0.17958333333333332,1.0,False
